"","treeID","tree_height_m","tree_x","tree_y","crown_area_m2","tree_cbh_m","is_training_cbh","Date","Plot","Start_Time","End_Time","X","Y","U","stdeast","stdnorth","stdu","RMSE","RMSN","RMSU","Method","notes","BUFF_DIST","ORIG_FID","Shape_Leng","Shape_Area"
"1","3524_397379.5_4058862.5",15.3100004196167,397379.5,4058862.5,83,2.5,TRUE,720,51,"10:58","11:29",36.669726384,-106.14837741,2817.3704,0.2889,0.1379,0.6628,0.2889,0.1379,0.6627,"static",NA,11.3,51,0.000718183857412,0.0000000402323485685
"2","3623_397385.5_4058858.5",17.5400009155273,397385.5,4058858.5,100,4.5,TRUE,720,51,"10:58","11:29",36.669726384,-106.14837741,2817.3704,0.2889,0.1379,0.6628,0.2889,0.1379,0.6627,"static",NA,11.3,51,0.000718183857412,0.0000000402323485685
"3","3624_397390.5_4058858.5",13.3500003814697,397390.5,4058858.5,25,4.5,TRUE,720,51,"10:58","11:29",36.669726384,-106.14837741,2817.3704,0.2889,0.1379,0.6628,0.2889,0.1379,0.6627,"static",NA,11.3,51,0.000718183857412,0.0000000402323485685
"4","3762_397370.5_4058852.5",12.6099996566772,397370.5,4058852.5,57,3.5,TRUE,720,51,"10:58","11:29",36.669726384,-106.14837741,2817.3704,0.2889,0.1379,0.6628,0.2889,0.1379,0.6627,"static",NA,11.3,51,0.000718183857412,0.0000000402323485685
"5","3874_397376.5_4058847.5",17.5,397376.5,4058847.5,105,3.5,TRUE,720,51,"10:58","11:29",36.669726384,-106.14837741,2817.3704,0.2889,0.1379,0.6628,0.2889,0.1379,0.6627,"static",NA,11.3,51,0.000718183857412,0.0000000402323485685
"6","3993_397391.5_4058842.5",19.4699993133545,397391.5,4058842.5,69,2.5,TRUE,720,51,"10:58","11:29",36.669726384,-106.14837741,2817.3704,0.2889,0.1379,0.6628,0.2889,0.1379,0.6627,"static",NA,11.3,51,0.000718183857412,0.0000000402323485685
"7","4016_397374.5_4058841.5",13.6899995803833,397374.5,4058841.5,30,4.5,TRUE,720,51,"10:58","11:29",36.669726384,-106.14837741,2817.3704,0.2889,0.1379,0.6628,0.2889,0.1379,0.6627,"static",NA,11.3,51,0.000718183857412,0.0000000402323485685
"8","4042_397369.5_4058840.5",13.8299999237061,397369.5,4058840.5,36,4.5,TRUE,720,51,"10:58","11:29",36.669726384,-106.14837741,2817.3704,0.2889,0.1379,0.6628,0.2889,0.1379,0.6627,"static",NA,11.3,51,0.000718183857412,0.0000000402323485685
"9","4063_397372.5_4058839.5",13.8199996948242,397372.5,4058839.5,11,4.5,TRUE,720,51,"10:58","11:29",36.669726384,-106.14837741,2817.3704,0.2889,0.1379,0.6628,0.2889,0.1379,0.6627,"static",NA,11.3,51,0.000718183857412,0.0000000402323485685
"10","4064_397382.5_4058839.5",20.0699996948242,397382.5,4058839.5,73,2.5,TRUE,720,51,"10:58","11:29",36.669726384,-106.14837741,2817.3704,0.2889,0.1379,0.6628,0.2889,0.1379,0.6627,"static",NA,11.3,51,0.000718183857412,0.0000000402323485685
"11","4093_397387.5_4058838.5",20.7199993133545,397387.5,4058838.5,32,2.5,TRUE,720,51,"10:58","11:29",36.669726384,-106.14837741,2817.3704,0.2889,0.1379,0.6628,0.2889,0.1379,0.6627,"static",NA,11.3,51,0.000718183857412,0.0000000402323485685
"12","5952_397359.5_4058762.5",20.6599998474121,397359.5,4058762.5,57,13.5,TRUE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"13","5981_397352.5_4058761.5",14.3199996948242,397352.5,4058761.5,46,5.5,TRUE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"14","6054_397364.5_4058758.5",17.3299999237061,397364.5,4058758.5,47,4.84579663316305,FALSE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"15","6078_397355.5_4058757.5",19.3700008392334,397355.5,4058757.5,46,6.09088294999913,FALSE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"16","6189_397366.5_4058752.5",15.7299995422363,397366.5,4058752.5,40,2.5,TRUE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"17","6190_397371.5_4058752.5",16.1399993896484,397371.5,4058752.5,44,7.5,TRUE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"18","6236_397349.5_4058750.5",18.6599998474121,397349.5,4058750.5,60,5.32056166442835,FALSE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"19","6259_397371.5_4058749.5",16.4500007629395,397371.5,4058749.5,37,8.5,TRUE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"20","6296_397355.5_4058747.5",16,397355.5,4058747.5,36,2.5,TRUE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"21","6320_397363.5_4058746.5",14.2600002288818,397363.5,4058746.5,54,2.5,TRUE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"22","6346_397374.5_4058745.5",16.3400001525879,397374.5,4058745.5,44,6.14836466231254,FALSE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"23","6409_397355.5_4058742.5",12.5600004196167,397355.5,4058742.5,25,10.5,TRUE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"24","6476_397355.5_4058739.5",15.4700002670288,397355.5,4058739.5,33,5.46808719802885,FALSE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"25","6477_397360.5_4058739.5",18.0499992370605,397360.5,4058739.5,49,4.87087156619826,FALSE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"26","6478_397371.5_4058739.5",16.5900001525879,397371.5,4058739.5,45,5.66287140674977,FALSE,720,50,"9:47","10:18",36.668837407,-106.148571983,2820.1099,0.0529,0.0404,0.2167,0.0528,0.0404,0.2166,"static",NA,11.3,50,0.000718179041966,0.0000000402318956205
"27","16518_397187.5_4058290.5",10.0200004577637,397187.5,4058290.5,33,4.51909684400959,FALSE,718,41,"2:07","2:38",36.664548368,-106.150476629,2855.7527,0.1524,0.115,0.4402,0.1524,0.115,0.4402,"static",NA,11.3,41,0.00071815525543,0.0000000402295822315
"28","16566_397190.5_4058288.5",9.48999977111816,397190.5,4058288.5,24,7.5,TRUE,718,41,"2:07","2:38",36.664548368,-106.150476629,2855.7527,0.1524,0.115,0.4402,0.1524,0.115,0.4402,"static",NA,11.3,41,0.00071815525543,0.0000000402295822315
"29","16649_397100.5_4058284.5",15.8299999237061,397100.5,4058284.5,43,9.5,TRUE,718,40,"1:22","1:53",36.664517324,-106.15137503,2859.7095,0.0537,0.0444,0.082,0.0537,0.0444,0.082,"static",NA,11.3,40,0.000718155215409,0.0000000402295760952
"30","16650_397106.5_4058284.5",15.8000001907349,397106.5,4058284.5,37,7.5,TRUE,718,40,"1:22","1:53",36.664517324,-106.15137503,2859.7095,0.0537,0.0444,0.082,0.0537,0.0444,0.082,"static",NA,11.3,40,0.000718155215409,0.0000000402295760952
"31","16652_397182.5_4058284.5",18.9699993133545,397182.5,4058284.5,63,7.5,TRUE,718,41,"2:07","2:38",36.664548368,-106.150476629,2855.7527,0.1524,0.115,0.4402,0.1524,0.115,0.4402,"static",NA,11.3,41,0.00071815525543,0.0000000402295822315
"32","16669_397194.5_4058283.5",15.0100002288818,397194.5,4058283.5,38,2.5,TRUE,718,41,"2:07","2:38",36.664548368,-106.150476629,2855.7527,0.1524,0.115,0.4402,0.1524,0.115,0.4402,"static",NA,11.3,41,0.00071815525543,0.0000000402295822315
"33","16715_397104.5_4058281.5",15,397104.5,4058281.5,26,11.5,TRUE,718,40,"1:22","1:53",36.664517324,-106.15137503,2859.7095,0.0537,0.0444,0.082,0.0537,0.0444,0.082,"static",NA,11.3,40,0.000718155215409,0.0000000402295760952
"34","16716_397112.5_4058281.5",11.6999998092651,397112.5,4058281.5,22,7.5,TRUE,718,40,"1:22","1:53",36.664517324,-106.15137503,2859.7095,0.0537,0.0444,0.082,0.0537,0.0444,0.082,"static",NA,11.3,40,0.000718155215409,0.0000000402295760952
"35","16718_397174.5_4058281.5",12.4499998092651,397174.5,4058281.5,34,2.5,TRUE,718,41,"2:07","2:38",36.664548368,-106.150476629,2855.7527,0.1524,0.115,0.4402,0.1524,0.115,0.4402,"static",NA,11.3,41,0.00071815525543,0.0000000402295822315
"36","16750_397179.5_4058280.5",15.2700004577637,397179.5,4058280.5,35,4.5,TRUE,718,41,"2:07","2:38",36.664548368,-106.150476629,2855.7527,0.1524,0.115,0.4402,0.1524,0.115,0.4402,"static",NA,11.3,41,0.00071815525543,0.0000000402295822315
"37","16799_397194.5_4058278.5",15.5,397194.5,4058278.5,31,2.5,TRUE,718,41,"2:07","2:38",36.664548368,-106.150476629,2855.7527,0.1524,0.115,0.4402,0.1524,0.115,0.4402,"static",NA,11.3,41,0.00071815525543,0.0000000402295822315
"38","16821_397176.5_4058277.5",16.7000007629395,397176.5,4058277.5,69,3.5,TRUE,718,41,"2:07","2:38",36.664548368,-106.150476629,2855.7527,0.1524,0.115,0.4402,0.1524,0.115,0.4402,"static",NA,11.3,41,0.00071815525543,0.0000000402295822315
"39","16872_397112.5_4058275.5",17.8299999237061,397112.5,4058275.5,60,7.13251580613425,FALSE,718,40,"1:22","1:53",36.664517324,-106.15137503,2859.7095,0.0537,0.0444,0.082,0.0537,0.0444,0.082,"static",NA,11.3,40,0.000718155215409,0.0000000402295760952
"40","16957_397098.5_4058271.5",14.9700002670288,397098.5,4058271.5,28,8.5,TRUE,718,40,"1:22","1:53",36.664517324,-106.15137503,2859.7095,0.0537,0.0444,0.082,0.0537,0.0444,0.082,"static",NA,11.3,40,0.000718155215409,0.0000000402295760952
"41","16978_397090.5_4058270.5",19.7399997711182,397090.5,4058270.5,88,2.5,TRUE,718,40,"1:22","1:53",36.664517324,-106.15137503,2859.7095,0.0537,0.0444,0.082,0.0537,0.0444,0.082,"static",NA,11.3,40,0.000718155215409,0.0000000402295760952
"42","17009_397183.5_4058269.5",9.90999984741211,397183.5,4058269.5,7,9.5,TRUE,718,41,"2:07","2:38",36.664548368,-106.150476629,2855.7527,0.1524,0.115,0.4402,0.1524,0.115,0.4402,"static",NA,11.3,41,0.00071815525543,0.0000000402295822315
"43","17050_397115.5_4058267.5",17.6200008392334,397115.5,4058267.5,54,10.5,TRUE,718,40,"1:22","1:53",36.664517324,-106.15137503,2859.7095,0.0537,0.0444,0.082,0.0537,0.0444,0.082,"static",NA,11.3,40,0.000718155215409,0.0000000402295760952
"44","17051_397183.5_4058267.5",14.6899995803833,397183.5,4058267.5,25,7.63278024737796,FALSE,718,41,"2:07","2:38",36.664548368,-106.150476629,2855.7527,0.1524,0.115,0.4402,0.1524,0.115,0.4402,"static",NA,11.3,41,0.00071815525543,0.0000000402295822315
"45","17092_397097.5_4058265.5",12.9899997711182,397097.5,4058265.5,42,8.5,TRUE,718,40,"1:22","1:53",36.664517324,-106.15137503,2859.7095,0.0537,0.0444,0.082,0.0537,0.0444,0.082,"static",NA,11.3,40,0.000718155215409,0.0000000402295760952
"46","17166_397109.5_4058261.5",14.9300003051758,397109.5,4058261.5,44,5.5,TRUE,718,40,"1:22","1:53",36.664517324,-106.15137503,2859.7095,0.0537,0.0444,0.082,0.0537,0.0444,0.082,"static",NA,11.3,40,0.000718155215409,0.0000000402295760952
"47","30000_397480.5_4059250.5",26.5100002288818,397480.5,4059250.5,109,6.5,TRUE,717,35,"5:16","5:47",36.67321035,-106.147316763,2788.8895,1.125,0.3626,0.6993,1.1249,0.3626,0.6993,"static",NA,11.3,35,0.000718201542798,0.0000000402340498058
"48","30195_397470.5_4059243.5",14.9700002670288,397470.5,4059243.5,48,10.5,TRUE,717,35,"5:16","5:47",36.67321035,-106.147316763,2788.8895,1.125,0.3626,0.6993,1.1249,0.3626,0.6993,"static",NA,11.3,35,0.000718201542798,0.0000000402340498058
"49","30401_397487.5_4059235.5",26.6299991607666,397487.5,4059235.5,96,10.5,TRUE,717,35,"5:16","5:47",36.67321035,-106.147316763,2788.8895,1.125,0.3626,0.6993,1.1249,0.3626,0.6993,"static",NA,11.3,35,0.000718201542798,0.0000000402340498058
"50","30603_397481.5_4059227.5",15.0799999237061,397481.5,4059227.5,39,2.5,TRUE,717,35,"5:16","5:47",36.67321035,-106.147316763,2788.8895,1.125,0.3626,0.6993,1.1249,0.3626,0.6993,"static",NA,11.3,35,0.000718201542798,0.0000000402340498058
"51","30635_397475.5_4059226.5",8.25,397475.5,4059226.5,16,3.5,TRUE,717,35,"5:16","5:47",36.67321035,-106.147316763,2788.8895,1.125,0.3626,0.6993,1.1249,0.3626,0.6993,"static",NA,11.3,35,0.000718201542798,0.0000000402340498058
"52","30690_397464.5_4059224.5",20.0200004577637,397464.5,4059224.5,148,4.5,TRUE,717,35,"5:16","5:47",36.67321035,-106.147316763,2788.8895,1.125,0.3626,0.6993,1.1249,0.3626,0.6993,"static",NA,11.3,35,0.000718201542798,0.0000000402340498058
"53","30691_397487.5_4059224.5",8.35999965667725,397487.5,4059224.5,25,2.5,TRUE,717,35,"5:16","5:47",36.67321035,-106.147316763,2788.8895,1.125,0.3626,0.6993,1.1249,0.3626,0.6993,"static",NA,11.3,35,0.000718201542798,0.0000000402340498058
"54","6_397595.5_4058999.5",14.75,397595.5,4058999.5,44,1.5,TRUE,719,45,"11:25","11:56",36.671099538,-106.145855048,2799.309,2.3032,3.0767,5.9626,2.303,3.0765,5.9623,"static","plot looked odd",11.3,45,0.000718191012688,0.0000000402330451064
"55","7_397610.5_4058999.5",12.8199996948242,397610.5,4058999.5,15,1.5,TRUE,719,45,"11:25","11:56",36.671099538,-106.145855048,2799.309,2.3032,3.0767,5.9626,2.303,3.0765,5.9623,"static","plot looked odd",11.3,45,0.000718191012688,0.0000000402330451064
"56","8_397615.5_4058999.5",12.5600004196167,397615.5,4058999.5,12,1.5,TRUE,719,45,"11:25","11:56",36.671099538,-106.145855048,2799.309,2.3032,3.0767,5.9626,2.303,3.0765,5.9623,"static","plot looked odd",11.3,45,0.000718191012688,0.0000000402330451064
"57","9_397622.5_4058999.5",16.8700008392334,397622.5,4058999.5,23,1.5,TRUE,719,45,"11:25","11:56",36.671099538,-106.145855048,2799.309,2.3032,3.0767,5.9626,2.303,3.0765,5.9623,"static","plot looked odd",11.3,45,0.000718191012688,0.0000000402330451064
"58","11_397654.5_4058999.5",14.2600002288818,397654.5,4058999.5,25,2.5,TRUE,719,44,"10:32","11:04",36.671172073,-106.145343373,2793.5844,2.8484,2.5493,5.9899,2.8482,2.5492,5.9896,"static","plot looked odd",11.3,44,0.000718191012665,0.0000000402330451045
"59","98_397649.5_4058998.5",11.9200000762939,397649.5,4058998.5,34,1.5,TRUE,719,44,"10:32","11:04",36.671172073,-106.145343373,2793.5844,2.8484,2.5493,5.9899,2.8482,2.5492,5.9896,"static","plot looked odd",11.3,44,0.000718191012665,0.0000000402330451045
"60","120_397617.5_4058997.5",11.1000003814697,397617.5,4058997.5,18,2.5,TRUE,719,45,"11:25","11:56",36.671099538,-106.145855048,2799.309,2.3032,3.0767,5.9626,2.303,3.0765,5.9623,"static","plot looked odd",11.3,45,0.000718191012688,0.0000000402330451064
"61","172_397664.5_4058995.5",22,397664.5,4058995.5,78,3.5,TRUE,719,44,"10:32","11:04",36.671172073,-106.145343373,2793.5844,2.8484,2.5493,5.9899,2.8482,2.5492,5.9896,"static","plot looked odd",11.3,44,0.000718191012665,0.0000000402330451045
"62","231_397603.5_4058993.5",15.1400003433228,397603.5,4058993.5,42,5.5,TRUE,719,45,"11:25","11:56",36.671099538,-106.145855048,2799.309,2.3032,3.0767,5.9626,2.303,3.0765,5.9623,"static","plot looked odd",11.3,45,0.000718191012688,0.0000000402330451064
"63","309_397605.5_4058990.5",17.9200000762939,397605.5,4058990.5,39,1.5,TRUE,719,45,"11:25","11:56",36.671099538,-106.145855048,2799.309,2.3032,3.0767,5.9626,2.303,3.0765,5.9623,"static","plot looked odd",11.3,45,0.000718191012688,0.0000000402330451064
"64","361_397610.5_4058988.5",5.69999980926514,397610.5,4058988.5,28,1.5,TRUE,719,45,"11:25","11:56",36.671099538,-106.145855048,2799.309,2.3032,3.0767,5.9626,2.303,3.0765,5.9623,"static","plot looked odd",11.3,45,0.000718191012688,0.0000000402330451064
"65","391_397617.5_4058987.5",5.30000019073486,397617.5,4058987.5,32,2.5,TRUE,719,45,"11:25","11:56",36.671099538,-106.145855048,2799.309,2.3032,3.0767,5.9626,2.303,3.0765,5.9623,"static","plot looked odd",11.3,45,0.000718191012688,0.0000000402330451064
"66","25324_398034.5_4059410.5",10.3500003814697,398034.5,4059410.5,27,1.5,TRUE,718,37,"9:57","10:28",36.674738588,-106.141069265,2766.117,0.8086,0.2882,0.5394,0.8086,0.2882,0.5394,"static",NA,11.3,37,0.00071821076945,0.0000000402349456115
"67","25349_398044.5_4059409.5",11.2700004577637,398044.5,4059409.5,36,4.5,TRUE,718,37,"9:57","10:28",36.674738588,-106.141069265,2766.117,0.8086,0.2882,0.5394,0.8086,0.2882,0.5394,"static",NA,11.3,37,0.00071821076945,0.0000000402349456115
"68","25420_398037.5_4059406.5",13.6999998092651,398037.5,4059406.5,53,1.5,TRUE,718,37,"9:57","10:28",36.674738588,-106.141069265,2766.117,0.8086,0.2882,0.5394,0.8086,0.2882,0.5394,"static",NA,11.3,37,0.00071821076945,0.0000000402349456115
"69","25491_398045.5_4059403.5",16.6100006103516,398045.5,4059403.5,68,2.5,TRUE,718,37,"9:57","10:28",36.674738588,-106.141069265,2766.117,0.8086,0.2882,0.5394,0.8086,0.2882,0.5394,"static",NA,11.3,37,0.00071821076945,0.0000000402349456115
"70","25540_398025.5_4059401.5",22.0900001525879,398025.5,4059401.5,93,8.5,TRUE,718,37,"9:57","10:28",36.674738588,-106.141069265,2766.117,0.8086,0.2882,0.5394,0.8086,0.2882,0.5394,"static",NA,11.3,37,0.00071821076945,0.0000000402349456115
"71","25597_398051.5_4059399.5",14,398051.5,4059399.5,28,1.5,TRUE,718,37,"9:57","10:28",36.674738588,-106.141069265,2766.117,0.8086,0.2882,0.5394,0.8086,0.2882,0.5394,"static",NA,11.3,37,0.00071821076945,0.0000000402349456115
"72","25625_398031.5_4059398.5",20.4799995422363,398031.5,4059398.5,64,3.5,TRUE,718,37,"9:57","10:28",36.674738588,-106.141069265,2766.117,0.8086,0.2882,0.5394,0.8086,0.2882,0.5394,"static",NA,11.3,37,0.00071821076945,0.0000000402349456115
"73","25752_398035.5_4059393.5",22.1000003814697,398035.5,4059393.5,111,2.5,TRUE,718,37,"9:57","10:28",36.674738588,-106.141069265,2766.117,0.8086,0.2882,0.5394,0.8086,0.2882,0.5394,"static",NA,11.3,37,0.00071821076945,0.0000000402349456115
"74","25753_398049.5_4059393.5",21.2900009155273,398049.5,4059393.5,81,9.5,TRUE,718,37,"9:57","10:28",36.674738588,-106.141069265,2766.117,0.8086,0.2882,0.5394,0.8086,0.2882,0.5394,"static",NA,11.3,37,0.00071821076945,0.0000000402349456115
"75","25782_398025.5_4059392.5",21.1299991607666,398025.5,4059392.5,52,2.5,TRUE,718,37,"9:57","10:28",36.674738588,-106.141069265,2766.117,0.8086,0.2882,0.5394,0.8086,0.2882,0.5394,"static",NA,11.3,37,0.00071821076945,0.0000000402349456115
"76","25849_398050.5_4059389.5",20.9099998474121,398050.5,4059389.5,59,8.5,TRUE,718,37,"9:57","10:28",36.674738588,-106.141069265,2766.117,0.8086,0.2882,0.5394,0.8086,0.2882,0.5394,"static",NA,11.3,37,0.00071821076945,0.0000000402349456115
"77","26044_398040.5_4059382.5",23.3999996185303,398040.5,4059382.5,109,2.5,TRUE,718,37,"9:57","10:28",36.674738588,-106.141069265,2766.117,0.8086,0.2882,0.5394,0.8086,0.2882,0.5394,"static",NA,11.3,37,0.00071821076945,0.0000000402349456115
"78","26205_398053.5_4059375.5",23.0100002288818,398053.5,4059375.5,63,2.5,TRUE,718,36,"9:19","9:49",36.674439297,-106.140825667,2758.4492,0.2162,0.5208,0.337,0.2162,0.5207,0.3369,"static",NA,11.3,36,0.000718208752293,0.0000000402347513899
"79","26255_398049.5_4059373.5",23.5900001525879,398049.5,4059373.5,72,3.5,TRUE,718,36,"9:19","9:49",36.674439297,-106.140825667,2758.4492,0.2162,0.5208,0.337,0.2162,0.5207,0.3369,"static",NA,11.3,36,0.000718208752293,0.0000000402347513899
"80","26328_398061.5_4059370.5",22.5699996948242,398061.5,4059370.5,76,10.5,TRUE,718,36,"9:19","9:49",36.674439297,-106.140825667,2758.4492,0.2162,0.5208,0.337,0.2162,0.5207,0.3369,"static",NA,11.3,36,0.000718208752293,0.0000000402347513899
"81","26426_398071.5_4059366.5",21.2900009155273,398071.5,4059366.5,83,6.5,TRUE,718,36,"9:19","9:49",36.674439297,-106.140825667,2758.4492,0.2162,0.5208,0.337,0.2162,0.5207,0.3369,"static",NA,11.3,36,0.000718208752293,0.0000000402347513899
"82","26475_398055.5_4059364.5",22.2199993133545,398055.5,4059364.5,69,3.5,TRUE,718,36,"9:19","9:49",36.674439297,-106.140825667,2758.4492,0.2162,0.5208,0.337,0.2162,0.5207,0.3369,"static",NA,11.3,36,0.000718208752293,0.0000000402347513899
"83","26556_398058.5_4059361.5",24.3600006103516,398058.5,4059361.5,63,4.5,TRUE,718,36,"9:19","9:49",36.674439297,-106.140825667,2758.4492,0.2162,0.5208,0.337,0.2162,0.5207,0.3369,"static",NA,11.3,36,0.000718208752293,0.0000000402347513899
"84","26686_398051.5_4059356.5",26.7099990844727,398051.5,4059356.5,103,8.5,TRUE,718,36,"9:19","9:49",36.674439297,-106.140825667,2758.4492,0.2162,0.5208,0.337,0.2162,0.5207,0.3369,"static",NA,11.3,36,0.000718208752293,0.0000000402347513899
"85","26687_398071.5_4059356.5",24.1399993896484,398071.5,4059356.5,76,6.5,TRUE,718,36,"9:19","9:49",36.674439297,-106.140825667,2758.4492,0.2162,0.5208,0.337,0.2162,0.5207,0.3369,"static",NA,11.3,36,0.000718208752293,0.0000000402347513899
"86","26788_398066.5_4059352.5",28.9400005340576,398066.5,4059352.5,190,1.5,TRUE,718,36,"9:19","9:49",36.674439297,-106.140825667,2758.4492,0.2162,0.5208,0.337,0.2162,0.5207,0.3369,"static",NA,11.3,36,0.000718208752293,0.0000000402347513899
"87","26835_398052.5_4059350.5",27.5200004577637,398052.5,4059350.5,97,5.5,TRUE,718,36,"9:19","9:49",36.674439297,-106.140825667,2758.4492,0.2162,0.5208,0.337,0.2162,0.5207,0.3369,"static",NA,11.3,36,0.000718208752293,0.0000000402347513899
"88","30476_397860.5_4059197.5",8.39999961853027,397860.5,4059197.5,29,1.5,TRUE,719,47,"3:01","21:32",36.672799472,-106.143086393,2778.8212,3.3633,3.7141,13.5787,3.3631,3.7139,13.5779,"static","plot looked odd",11.3,47,0.000718200490721,0.0000000402339531864
"89","30519_397854.5_4059195.5",13.1599998474121,397854.5,4059195.5,26,1.5,TRUE,719,47,"3:01","21:32",36.672799472,-106.143086393,2778.8212,3.3633,3.7141,13.5787,3.3631,3.7139,13.5779,"static","plot looked odd",11.3,47,0.000718200490721,0.0000000402339531864
"90","30545_397851.5_4059194.5",14.8500003814697,397851.5,4059194.5,38,1.5,TRUE,719,47,"3:01","21:32",36.672799472,-106.143086393,2778.8212,3.3633,3.7141,13.5787,3.3631,3.7139,13.5779,"static","plot looked odd",11.3,47,0.000718200490721,0.0000000402339531864
"91","30589_397857.5_4059192.5",12.9700002670288,397857.5,4059192.5,39,1.5,TRUE,719,47,"3:01","21:32",36.672799472,-106.143086393,2778.8212,3.3633,3.7141,13.5787,3.3631,3.7139,13.5779,"static","plot looked odd",11.3,47,0.000718200490721,0.0000000402339531864
"92","30590_397866.5_4059192.5",13.8999996185303,397866.5,4059192.5,25,6.5,TRUE,719,47,"3:01","21:32",36.672799472,-106.143086393,2778.8212,3.3633,3.7141,13.5787,3.3631,3.7139,13.5779,"static","plot looked odd",11.3,47,0.000718200490721,0.0000000402339531864
"93","30665_397863.5_4059189.5",17.1499996185303,397863.5,4059189.5,40,2.5,TRUE,719,47,"3:01","21:32",36.672799472,-106.143086393,2778.8212,3.3633,3.7141,13.5787,3.3631,3.7139,13.5779,"static","plot looked odd",11.3,47,0.000718200490721,0.0000000402339531864
"94","30666_397868.5_4059189.5",13.9399995803833,397868.5,4059189.5,22,2.5,TRUE,719,47,"3:01","21:32",36.672799472,-106.143086393,2778.8212,3.3633,3.7141,13.5787,3.3631,3.7139,13.5779,"static","plot looked odd",11.3,47,0.000718200490721,0.0000000402339531864
"95","30772_397848.5_4059184.5",16.6800003051758,397848.5,4059184.5,69,3.5,TRUE,719,47,"3:01","21:32",36.672799472,-106.143086393,2778.8212,3.3633,3.7141,13.5787,3.3631,3.7139,13.5779,"static","plot looked odd",11.3,47,0.000718200490721,0.0000000402339531864
"96","30824_397867.5_4059182.5",15.6099996566772,397867.5,4059182.5,42,11.5,TRUE,719,47,"3:01","21:32",36.672799472,-106.143086393,2778.8212,3.3633,3.7141,13.5787,3.3631,3.7139,13.5779,"static","plot looked odd",11.3,47,0.000718200490721,0.0000000402339531864
"97","30892_397866.5_4059179.5",15.9399995803833,397866.5,4059179.5,36,10.5,TRUE,719,47,"3:01","21:32",36.672799472,-106.143086393,2778.8212,3.3633,3.7141,13.5787,3.3631,3.7139,13.5779,"static","plot looked odd",11.3,47,0.000718200490721,0.0000000402339531864
"98","31024_397859.5_4059173.5",16.9899997711182,397859.5,4059173.5,28,3.5,TRUE,719,47,"3:01","21:32",36.672799472,-106.143086393,2778.8212,3.3633,3.7141,13.5787,3.3631,3.7139,13.5779,"static","plot looked odd",11.3,47,0.000718200490721,0.0000000402339531864
"99","31092_397858.5_4059170.5",15.0900001525879,397858.5,4059170.5,33,5.5,TRUE,719,47,"3:01","21:32",36.672799472,-106.143086393,2778.8212,3.3633,3.7141,13.5787,3.3631,3.7139,13.5779,"static","plot looked odd",11.3,47,0.000718200490721,0.0000000402339531864
