"","treeID","tree_height_m","tree_x","tree_y","crown_area_m2","tree_cbh_m","is_training_cbh","Date","Plot","Start_Time","End_Time","X","Y","U","stdeast","stdnorth","stdu","RMSE","RMSN","RMSU","Method","notes","BUFF_DIST","ORIG_FID","Shape_Leng","Shape_Area"
"399","30079_399362.5_4034165.5",13.5200004577637,399362.5,4034165.5,37,4.5,TRUE,816,104,"11:15","11:46",36.447547121,-106.122994779,2428.3167,0.6377,0.8842,0.3744,0.6377,0.8841,0.3744,"static",NA,11.3,101,0.00071700348122,0.0000000401188070459
"400","30109_399354.5_4034164.5",14.6599998474121,399354.5,4034164.5,26,6.5,TRUE,816,104,"11:15","11:46",36.447547121,-106.122994779,2428.3167,0.6377,0.8842,0.3744,0.6377,0.8841,0.3744,"static",NA,11.3,101,0.00071700348122,0.0000000401188070459
"401","30146_399359.5_4034163.5",14,399359.5,4034163.5,29,4.5,TRUE,816,104,"11:15","11:46",36.447547121,-106.122994779,2428.3167,0.6377,0.8842,0.3744,0.6377,0.8841,0.3744,"static",NA,11.3,101,0.00071700348122,0.0000000401188070459
"402","43178_399861.5_4033789.5",19.7399997711182,399861.5,4033789.5,38,8.5,TRUE,816,107,"4:23","4:54",36.443998983,-106.117379685,2430.2287,2.1193,1.2613,12.8197,2.1191,1.2612,12.8189,"static",NA,11.3,104,0.000716984848258,0.0000000401170184031
"403","43262_399864.5_4033786.5",20.8500003814697,399864.5,4033786.5,36,5.5,TRUE,816,107,"4:23","4:54",36.443998983,-106.117379685,2430.2287,2.1193,1.2613,12.8197,2.1191,1.2612,12.8189,"static",NA,11.3,104,0.000716984848258,0.0000000401170184031
"404","43363_399855.5_4033783.5",21.0900001525879,399855.5,4033783.5,33,10.5,TRUE,816,107,"4:23","4:54",36.443998983,-106.117379685,2430.2287,2.1193,1.2613,12.8197,2.1191,1.2612,12.8189,"static",NA,11.3,104,0.000716984848258,0.0000000401170184031
"405","43412_399846.5_4033782.5",18.7099990844727,399846.5,4033782.5,29,9.5,TRUE,816,107,"4:23","4:54",36.443998983,-106.117379685,2430.2287,2.1193,1.2613,12.8197,2.1191,1.2612,12.8189,"static",NA,11.3,104,0.000716984848258,0.0000000401170184031
"406","43437_399852.5_4033781.5",21.9400005340576,399852.5,4033781.5,47,11.5,TRUE,816,107,"4:23","4:54",36.443998983,-106.117379685,2430.2287,2.1193,1.2613,12.8197,2.1191,1.2612,12.8189,"static",NA,11.3,104,0.000716984848258,0.0000000401170184031
"407","43438_399865.5_4033781.5",21.2099990844727,399865.5,4033781.5,41,4.5,TRUE,816,107,"4:23","4:54",36.443998983,-106.117379685,2430.2287,2.1193,1.2613,12.8197,2.1191,1.2612,12.8189,"static",NA,11.3,104,0.000716984848258,0.0000000401170184031
"408","43533_399860.5_4033778.5",23.8299999237061,399860.5,4033778.5,39,10.5,TRUE,816,107,"4:23","4:54",36.443998983,-106.117379685,2430.2287,2.1193,1.2613,12.8197,2.1191,1.2612,12.8189,"static",NA,11.3,104,0.000716984848258,0.0000000401170184031
"409","43602_399864.5_4033776.5",20.9200000762939,399864.5,4033776.5,30,5.5,TRUE,816,107,"4:23","4:54",36.443998983,-106.117379685,2430.2287,2.1193,1.2613,12.8197,2.1191,1.2612,12.8189,"static",NA,11.3,104,0.000716984848258,0.0000000401170184031
"410","43679_399861.5_4033774.5",21.1700000762939,399861.5,4033774.5,34,5.5,TRUE,816,107,"4:23","4:54",36.443998983,-106.117379685,2430.2287,2.1193,1.2613,12.8197,2.1191,1.2612,12.8189,"static",NA,11.3,104,0.000716984848258,0.0000000401170184031
"411","43680_399872.5_4033774.5",21.7199993133545,399872.5,4033774.5,66,8.5,TRUE,816,107,"4:23","4:54",36.443998983,-106.117379685,2430.2287,2.1193,1.2613,12.8197,2.1191,1.2612,12.8189,"static",NA,11.3,104,0.000716984848258,0.0000000401170184031
"412","43719_399849.5_4033773.5",21.6200008392334,399849.5,4033773.5,42,9.5,TRUE,816,107,"4:23","4:54",36.443998983,-106.117379685,2430.2287,2.1193,1.2613,12.8197,2.1191,1.2612,12.8189,"static",NA,11.3,104,0.000716984848258,0.0000000401170184031
